wavelength,flux,error
3265.94140625,101.55000305175781,4.061999797821045
3275.94384765625,98.83000183105469,3.953200101852417
3285.946533203125,95.21000671386719,3.8084001541137695
3295.948974609375,110.0,4.400000095367432
3305.951416015625,105.3499984741211,4.2139997482299805
3315.9541015625,100.13500213623047,4.00540018081665
3325.95654296875,99.06999969482422,3.9627997875213623
3335.959228515625,95.48999786376953,3.8195998668670654
3345.961669921875,99.38999938964844,3.975600004196167
3355.96435546875,97.75499725341797,3.9101998805999756
3365.966796875,83.96000671386719,3.3584001064300537
3375.969482421875,87.36000061035156,3.4944000244140625
3385.971923828125,95.60001373291016,3.824000358581543
3395.974365234375,99.44499969482422,3.977799892425537
3405.97705078125,104.30000305175781,4.171999931335449
3415.9794921875,95.8499984741211,3.8339998722076416
3425.982177734375,103.05000305175781,4.122000217437744
3435.984619140625,98.70500183105469,3.948199987411499
3445.9873046875,82.69000244140625,3.3076000213623047
3455.98974609375,97.3499984741211,3.8939998149871826
3465.992431640625,96.07499694824219,3.8429996967315674
3475.994873046875,93.5199966430664,3.74079966545105
3485.99755859375,93.14998626708984,3.725999355316162
3496.0,92.43000793457031,3.697200298309326
3506.002685546875,108.75,4.349999904632568
3516.00537109375,101.6500015258789,4.065999984741211
3526.0078125,94.2400131225586,3.7696003913879395
3536.010498046875,107.1500015258789,4.285999774932861
3546.012939453125,115.05000305175781,4.6020002365112305
3556.015625,108.4000015258789,4.335999965667725
3566.01806640625,94.2699966430664,3.7707998752593994
3576.020751953125,82.59500122070312,3.303799867630005
3586.023193359375,72.11000061035156,2.884399890899658
3596.02587890625,103.05000305175781,4.122000217437744
3606.0283203125,100.5,4.019999980926514
3616.031005859375,91.19499206542969,3.647799491882324
3626.03369140625,103.55000305175781,4.142000198364258
3636.0361328125,103.4000015258789,4.136000156402588
3646.038818359375,105.0999984741211,4.203999996185303
3656.041259765625,119.6500015258789,4.785999774932861
3666.0439453125,127.9000015258789,5.116000175476074
3676.046630859375,122.55000305175781,4.9019999504089355
3686.049072265625,114.3499984741211,4.573999881744385
3696.0517578125,127.5,5.099999904632568
3706.05419921875,118.55000305175781,4.742000102996826
3716.056884765625,122.0,4.880000114440918
3726.0595703125,109.6500015258789,4.386000156402588
3736.06201171875,95.74500274658203,3.8298001289367676
3746.064697265625,93.68499755859375,3.7473998069763184
3756.067138671875,110.30000305175781,4.4120001792907715
3766.06982421875,112.80000305175781,4.51200008392334
3776.072509765625,133.0500030517578,5.322000026702881
3786.074951171875,137.5500030517578,5.501999855041504
3796.07763671875,110.75,4.429999828338623
3806.080322265625,124.55000305175781,4.98199987411499
3816.082763671875,111.8499984741211,4.473999977111816
3826.08544921875,81.94999694824219,3.2779998779296875
3836.088134765625,71.09500122070312,2.8438000679016113
3846.090576171875,99.31999969482422,3.9728000164031982
3856.09326171875,104.55000305175781,4.182000160217285
3866.095703125,104.30000305175781,4.171999931335449
3876.098388671875,103.9000015258789,4.156000137329102
3886.10107421875,101.94999694824219,4.077999591827393
3896.103515625,121.44999694824219,4.857999801635742
3906.106201171875,128.9499969482422,5.1579999923706055
3916.10888671875,138.75,5.549999713897705
3926.111328125,105.69999694824219,4.227999687194824
3936.114013671875,60.45500183105469,2.4182000160217285
3946.11669921875,106.30000305175781,4.251999855041504
3956.119384765625,136.0500030517578,5.441999912261963
3966.121826171875,88.40499877929688,3.5361998081207275
3976.12451171875,95.87999725341797,3.8351998329162598
3986.127197265625,157.64999389648438,6.305999755859375
3996.129638671875,172.25,6.889999866485596
4006.13232421875,174.1999969482422,6.9679999351501465
4016.135009765625,181.1999969482422,7.247999668121338
4026.137451171875,182.5500030517578,7.302000045776367
4036.14013671875,174.9499969482422,6.997999668121338
4046.142822265625,173.8000030517578,6.952000141143799
4056.1455078125,173.14999389648438,6.925999641418457
4066.14794921875,165.10000610351562,6.604000091552734
4076.150634765625,168.8000030517578,6.751999855041504
4086.1533203125,179.9499969482422,7.197999954223633
4096.15576171875,177.60000610351562,7.104000091552734
4106.15869140625,150.39999389648438,6.015999794006348
4116.1611328125,182.1999969482422,7.287999629974365
4126.16357421875,179.39999389648438,7.175999641418457
4136.16650390625,176.0,7.039999961853027
4146.1689453125,174.10000610351562,6.964000225067139
4156.17138671875,173.8000030517578,6.952000141143799
4166.17431640625,184.6999969482422,7.387999534606934
4176.1767578125,166.89999389648438,6.675999641418457
4186.1796875,168.8000030517578,6.751999855041504
4196.18212890625,170.5,6.819999694824219
4206.1845703125,176.1999969482422,7.047999858856201
4216.1875,180.1999969482422,7.2079997062683105
4226.18994140625,158.60000610351562,6.344000339508057
4236.1923828125,171.5,6.859999656677246
4246.1953125,177.1999969482422,7.0879998207092285
4256.19775390625,169.89999389648438,6.795999526977539
4266.20068359375,170.1999969482422,6.807999610900879
4276.203125,157.3000030517578,6.291999816894531
4286.20556640625,159.10000610351562,6.36400032043457
4296.20849609375,147.89999389648438,5.915999412536621
4306.2109375,113.80000305175781,4.552000045776367
4316.21337890625,169.0,6.759999752044678
4326.21630859375,165.0,6.599999904632568
4336.21875,173.5,6.940000057220459
4346.2216796875,167.39999389648438,6.695999622344971
4356.22412109375,172.6999969482422,6.907999515533447
4366.2265625,193.39999389648438,7.735999584197998
4376.2294921875,181.10000610351562,7.24399995803833
4386.23193359375,157.10000610351562,6.283999919891357
4396.23486328125,183.0,7.319999694824219
4406.2373046875,171.6999969482422,6.86799955368042
4416.23974609375,193.60000610351562,7.74399995803833
4426.24267578125,198.5,7.940000057220459
4436.2451171875,191.39999389648438,7.655999660491943
4446.248046875,197.8000030517578,7.9120001792907715
4456.25048828125,182.60000610351562,7.303999900817871
4466.2529296875,189.60000610351562,7.584000110626221
4476.255859375,208.1999969482422,8.32800006866455
4486.25830078125,197.8000030517578,7.9120001792907715
4496.26123046875,203.1999969482422,8.127999305725098
4506.263671875,214.89999389648438,8.595999717712402
4516.26611328125,211.39999389648438,8.455999374389648
4526.26904296875,194.60000610351562,7.783999919891357
4536.271484375,197.5,7.899999618530273
4546.2744140625,198.39999389648438,7.935999393463135
4556.27685546875,203.89999389648438,8.155999183654785
4566.279296875,208.1999969482422,8.32800006866455
4576.2822265625,210.5,8.420000076293945
4586.28466796875,197.60000610351562,7.904000282287598
4596.28759765625,201.39999389648438,8.055999755859375
4606.2900390625,204.5,8.179999351501465
4616.29296875,206.0,8.239999771118164
4626.29541015625,210.89999389648438,8.435999870300293
4636.2978515625,204.5,8.179999351501465
4646.30078125,198.10000610351562,7.924000263214111
4656.30322265625,204.6999969482422,8.187999725341797
4666.30615234375,192.60000610351562,7.703999996185303
4676.30859375,202.0,8.079999923706055
4686.31103515625,199.89999389648438,7.995999813079834
4696.31396484375,199.5,7.980000019073486
4706.31640625,188.1999969482422,7.5279998779296875
4716.3193359375,202.3000030517578,8.092000007629395
4726.32177734375,204.60000610351562,8.184000015258789
4736.32470703125,199.60000610351562,7.984000205993652
4746.3271484375,205.60000610351562,8.223999977111816
4756.32958984375,202.10000610351562,8.083999633789062
4766.33251953125,196.10000610351562,7.843999862670898
4776.3349609375,208.0,8.319999694824219
4786.337890625,201.39999389648438,8.055999755859375
4796.34033203125,208.10000610351562,8.324000358581543
4806.34326171875,204.0,8.15999984741211
4816.345703125,209.5,8.380000114440918
4826.34814453125,202.8000030517578,8.11199951171875
4836.35107421875,202.39999389648438,8.095999717712402
4846.353515625,197.39999389648438,7.895999431610107
4856.3564453125,183.5,7.339999675750732
4866.35888671875,162.89999389648438,6.515999794006348
4876.36181640625,183.5,7.339999675750732
4886.3642578125,191.89999389648438,7.675999641418457
4896.36669921875,196.5,7.859999656677246
4906.36962890625,201.1999969482422,8.047999382019043
4916.3720703125,190.10000610351562,7.604000091552734
4926.375,190.10000610351562,7.604000091552734
4936.37744140625,189.3000030517578,7.572000026702881
4946.38037109375,206.3000030517578,8.251999855041504
4956.3828125,193.10000610351562,7.723999977111816
4966.3857421875,202.1999969482422,8.08799934387207
4976.38818359375,202.3000030517578,8.092000007629395
4986.390625,187.10000610351562,7.484000205993652
4996.3935546875,197.5,7.899999618530273
5006.39599609375,186.1999969482422,7.447999477386475
5016.39892578125,181.6999969482422,7.267999649047852
5026.4013671875,189.89999389648438,7.595999717712402
5036.404296875,193.89999389648438,7.755999565124512
5046.40673828125,187.39999389648438,7.495999813079834
5056.40966796875,199.8000030517578,7.992000102996826
5066.412109375,196.60000610351562,7.863999843597412
5076.41455078125,191.10000610351562,7.644000053405762
5086.41748046875,192.39999389648438,7.695999622344971
5096.419921875,192.10000610351562,7.684000015258789
5106.4228515625,195.1999969482422,7.807999610900879
5116.42529296875,200.1999969482422,8.007999420166016
5126.42822265625,187.1999969482422,7.48799991607666
5136.4306640625,186.60000610351562,7.464000225067139
5146.43359375,187.89999389648438,7.515999794006348
5156.43603515625,190.5,7.619999885559082
5166.4384765625,167.3000030517578,6.691999912261963
5176.44140625,173.0,6.920000076293945
5186.44384765625,165.8000030517578,6.631999969482422
5196.44677734375,183.3000030517578,7.331999778747559
5206.44921875,183.60000610351562,7.343999862670898
5216.4521484375,191.10000610351562,7.644000053405762
5226.45458984375,182.8000030517578,7.311999797821045
5236.45751953125,189.89999389648438,7.595999717712402
5246.4599609375,196.3000030517578,7.851999759674072
5256.462890625,193.5,7.739999771118164
5266.46533203125,167.8000030517578,6.711999893188477
5276.4677734375,183.3000030517578,7.331999778747559
5286.470703125,190.1999969482422,7.607999801635742
5296.47314453125,192.3000030517578,7.691999912261963
5306.47607421875,195.6999969482422,7.827999591827393
5316.478515625,196.8000030517578,7.871999740600586
5326.4814453125,177.5,7.099999904632568
5336.48388671875,192.8000030517578,7.711999893188477
5346.48681640625,186.3000030517578,7.452000141143799
5356.4892578125,199.5,7.980000019073486
5366.4921875,187.60000610351562,7.504000186920166
5376.49462890625,188.6999969482422,7.547999858856201
5386.49755859375,190.89999389648438,7.63599967956543
5396.5,183.6999969482422,7.347999572753906
5406.50244140625,177.39999389648438,7.095999717712402
5416.50537109375,188.60000610351562,7.544000148773193
5426.5078125,183.0,7.319999694824219
5436.5107421875,188.39999389648438,7.535999774932861
5446.51318359375,188.39999389648438,7.535999774932861
5456.51611328125,190.60000610351562,7.624000072479248
5466.5185546875,188.39999389648438,7.535999774932861
5476.521484375,183.8000030517578,7.351999759674072
5486.52392578125,186.8000030517578,7.4720001220703125
5496.52685546875,190.0,7.599999904632568
5506.529296875,186.6999969482422,7.4679999351501465
5516.5322265625,187.60000610351562,7.504000186920166
5526.53466796875,185.10000610351562,7.404000282287598
5536.53759765625,188.6999969482422,7.547999858856201
5546.5400390625,190.3000030517578,7.611999988555908
5556.54296875,190.1999969482422,7.607999801635742
5566.54541015625,182.60000610351562,7.303999900817871
5576.5478515625,185.10000610351562,7.404000282287598
5586.55078125,179.1999969482422,7.167999744415283
5596.55322265625,181.3000030517578,7.251999855041504
5606.55615234375,184.8000030517578,7.3919997215271
5616.55859375,182.89999389648438,7.315999507904053
5626.5615234375,185.5,7.419999599456787
5636.56396484375,186.60000610351562,7.464000225067139
5646.56689453125,185.89999389648438,7.435999393463135
5656.5693359375,180.3000030517578,7.211999893188477
5666.572265625,183.39999389648438,7.335999488830566
5676.57470703125,189.1999969482422,7.567999839782715
5686.57763671875,181.5,7.259999752044678
5696.580078125,186.5,7.460000038146973
5706.5830078125,177.39999389648438,7.095999717712402
5716.58544921875,182.8000030517578,7.311999797821045
5726.58837890625,189.6999969482422,7.5879998207092285
5736.5908203125,188.10000610351562,7.52400016784668
5746.59375,187.1999969482422,7.48799991607666
5756.59619140625,183.5,7.339999675750732
5766.59912109375,185.10000610351562,7.404000282287598
5776.6015625,186.1999969482422,7.447999477386475
5786.60400390625,178.8000030517578,7.1519999504089355
5796.60693359375,183.3000030517578,7.331999778747559
5806.609375,184.3000030517578,7.371999740600586
5816.6123046875,185.8000030517578,7.432000160217285
5826.61474609375,187.8000030517578,7.51200008392334
5836.61767578125,186.1999969482422,7.447999477386475
5846.6201171875,186.5,7.460000038146973
5856.623046875,178.8000030517578,7.1519999504089355
5866.62548828125,183.5,7.339999675750732
5876.62841796875,185.3000030517578,7.4120001792907715
5886.630859375,175.39999389648438,7.015999794006348
5896.6337890625,161.60000610351562,6.464000225067139
5906.63623046875,181.8000030517578,7.271999835968018
5916.63916015625,179.1999969482422,7.167999744415283
5926.6416015625,181.3000030517578,7.251999855041504
5936.64453125,180.10000610351562,7.203999996185303
5946.64697265625,177.8000030517578,7.111999988555908
5956.64990234375,178.6999969482422,7.1479997634887695
5966.65234375,181.0,7.239999771118164
5976.6552734375,178.5,7.139999866485596
5986.65771484375,176.1999969482422,7.047999858856201
5996.66064453125,177.89999389648438,7.115999698638916
6006.6630859375,175.0,7.0
6016.666015625,175.5,7.019999980926514
6026.66845703125,172.3000030517578,6.892000198364258
6036.67138671875,179.1999969482422,7.167999744415283
6046.673828125,178.10000610351562,7.124000072479248
6056.6767578125,176.8000030517578,7.072000026702881
6066.67919921875,176.39999389648438,7.055999755859375
6076.68212890625,176.1999969482422,7.047999858856201
6086.6845703125,174.6999969482422,6.98799991607666
6096.6875,174.8000030517578,6.992000102996826
6106.68994140625,170.6999969482422,6.827999591827393
6116.69287109375,175.0,7.0
6126.6953125,170.89999389648438,6.835999488830566
6136.6982421875,168.6999969482422,6.747999668121338
6146.70068359375,171.6999969482422,6.86799955368042
6156.70361328125,171.6999969482422,6.86799955368042
6166.7060546875,161.3000030517578,6.452000141143799
6176.708984375,171.10000610351562,6.843999862670898
6186.71142578125,172.8000030517578,6.9120001792907715
6196.71435546875,171.10000610351562,6.843999862670898
6206.716796875,173.8000030517578,6.952000141143799
6216.71923828125,169.39999389648438,6.775999546051025
6226.72216796875,171.6999969482422,6.86799955368042
6236.724609375,167.0,6.679999828338623
6246.7275390625,166.0,6.639999866485596
6256.72998046875,163.60000610351562,6.544000148773193
6266.73291015625,170.10000610351562,6.803999900817871
6276.7353515625,170.10000610351562,6.803999900817871
6286.73828125,170.10000610351562,6.803999900817871
6296.74072265625,168.10000610351562,6.723999977111816
6311.7451171875,164.3000030517578,6.572000026702881
6331.75048828125,165.5,6.619999885559082
6351.755859375,166.0,6.639999866485596
6371.76123046875,165.8000030517578,6.631999969482422
6391.7666015625,165.5,6.619999885559082
6411.77197265625,161.8000030517578,6.4720001220703125
6431.77734375,162.5,6.5
6451.78271484375,163.10000610351562,6.52400016784668
6471.7880859375,160.6999969482422,6.427999496459961
6491.79345703125,156.1999969482422,6.247999668121338
6511.798828125,161.0,6.440000057220459
6531.80419921875,160.3000030517578,6.4120001792907715
6551.8095703125,153.60000610351562,6.144000053405762
6571.81494140625,138.8000030517578,5.552000045776367
6591.8203125,155.3000030517578,6.211999893188477
6611.82568359375,157.5,6.299999713897705
6631.8310546875,155.89999389648438,6.235999584197998
6651.83642578125,156.39999389648438,6.255999565124512
6671.841796875,153.89999389648438,6.155999660491943
6691.84716796875,155.0,6.199999809265137
6711.8525390625,152.0,6.079999923706055
6731.85791015625,152.5,6.099999904632568
6751.86328125,151.39999389648438,6.055999755859375
6771.86865234375,151.1999969482422,6.047999858856201
6791.8740234375,150.1999969482422,6.007999897003174
6811.87939453125,149.60000610351562,5.984000205993652
6831.884765625,148.3000030517578,5.932000160217285
6851.89013671875,145.89999389648438,5.835999488830566
6871.8955078125,147.10000610351562,5.884000301361084
6891.90087890625,146.5,5.859999656677246
6911.90625,145.1999969482422,5.807999610900879
6931.91162109375,145.1999969482422,5.807999610900879
6951.9169921875,144.0,5.759999752044678
6971.92236328125,142.0,5.679999828338623
6991.927734375,142.89999389648438,5.715999603271484
7011.93310546875,139.0,5.559999942779541
7031.9384765625,139.1999969482422,5.567999839782715
7051.94384765625,141.89999389648438,5.675999641418457
7071.94921875,140.39999389648438,5.615999698638916
7091.95458984375,138.8000030517578,5.552000045776367
7111.9599609375,138.89999389648438,5.555999755859375
7131.96533203125,137.6999969482422,5.507999897003174
7151.970703125,137.0,5.480000019073486
7171.9765625,135.6999969482422,5.427999973297119
7191.98193359375,133.10000610351562,5.324000358581543
7211.9873046875,133.39999389648438,5.335999488830566
7231.99267578125,135.10000610351562,5.404000282287598
7251.998046875,135.3000030517578,5.4120001792907715
7272.00341796875,134.89999389648438,5.395999431610107
7292.0087890625,132.1999969482422,5.287999629974365
7312.01416015625,132.89999389648438,5.315999507904053
7332.01953125,132.10000610351562,5.283999919891357
7352.02490234375,131.1999969482422,5.247999668121338
7372.0302734375,131.0,5.239999771118164
7392.03564453125,128.10000610351562,5.124000072479248
7412.041015625,126.0999984741211,5.043999671936035
7432.04638671875,128.89999389648438,5.155999660491943
7452.0517578125,128.1999969482422,5.127999782562256
7472.05712890625,128.60000610351562,5.144000053405762
7492.0625,127.30000305175781,5.0920000076293945
7512.06787109375,126.5,5.059999942779541
7532.0732421875,126.19999694824219,5.047999858856201
7552.07861328125,125.80000305175781,5.0320000648498535
7572.083984375,125.0999984741211,5.003999710083008
7592.08935546875,124.30000305175781,4.9720001220703125
7612.0947265625,124.0,4.960000038146973
7632.1005859375,124.4000015258789,4.97599983215332
7652.10595703125,122.4000015258789,4.895999908447266
7672.111328125,118.80000305175781,4.751999855041504
7692.11669921875,120.5999984741211,4.823999881744385
7712.1220703125,120.69999694824219,4.827999591827393
7732.12744140625,121.0999984741211,4.843999862670898
7752.1328125,119.0999984741211,4.763999938964844
7772.13818359375,119.9000015258789,4.796000003814697
7792.1435546875,119.0,4.759999752044678
7812.14892578125,119.0,4.759999752044678
7832.154296875,117.9000015258789,4.716000080108643
7852.15966796875,118.30000305175781,4.73199987411499
7872.1650390625,118.0,4.71999979019165
7892.17041015625,117.69999694824219,4.7079997062683105
7912.17578125,116.0999984741211,4.644000053405762
7932.18115234375,114.5999984741211,4.5839996337890625
